监管文件编号,主题,文件名,发文字号,匹配源,决策,置信度,A强信号关键词,B销售代理关键词,C泛化关键词,X排除关键词,命中摘录,可用正文长度,全文状态
RFN-cf9bf8df3fefb087,T1销售行为与消费者保护,银行业保险业消费投诉处理管理办法,中国银行保险监督管理委员会令[2020]3号,nfra,EXCLUDE,中,,,保险产品|保险机构|分支机构,保险中介机构|商业银行|银行业|银行业金融机构,[title]…银行业保险业消费投诉处理管理办法 第一章 总 则 第一条 为了规范银行业保险业消费投诉处理工作，保护消费者合法权益，…,10186,已提取-可全文
RFN-cfaaba2b946ea10a,T9风险处置与案件合规,行政处罚法、行政许可法、治安管理处罚法,,,—,—,,,,,,0,未在五源cleaned收录
RFN-cfae5b810141d4ef,T7反洗钱与反恐怖融资,中国人民银行关于印发《金融机构洗钱和恐怖融资风险评估及客户分类管理指引》的通知(银发〔2013〕2号),银发〔2013〕2号,pbc,EXCLUDE,—,,,,,,230,已提取-可全文
RFN-cffcb1587680188c,T1销售行为与消费者保护,关于开展保险合同纠纷处理机制试点工作的通知,保监厅发〔2005〕53号,nfra,BOUNDARY,低,,,保险机构,,[body]…机制试点工作。现将有关问题通知如下： 一、试点方式 在试点地区保监局的组织指导下，由省级保险行业协会牵头，当地保险机构参加，共同制定试点工作方案，对有关组织框架、运转机制、协调办法等进行探索，取得成熟经验后在全国推开。 二、试点…,1743,已提取-可全文
RFN-cffdc0fb0ba21a2c,T9风险处置与案件合规,中华人民共和国反垄断法,N/A,,—,—,,,,,,0,未在五源cleaned收录
RFN-d00641798692b299,T9风险处置与案件合规,保险公司中介业务违法行为处罚办法,中国保险监督管理委员会令2009年第4号,nfra,EXCLUDE,中,,个人保险代理人|保险代理人,保单|保险公司|保险销售,保险中介机构|保险公估|保险经纪,[body]…进保险业健康发展， 根据《中华人民共和国保险法》等有关法律、 行政法规， 制定本办法。  第二条 保险公司通过保险代理人、 保险经纪人、 保险公估机构进行销售、 理赔等活动的， 应当遵守法律、 行政法规和中国保险监督管理委员会（以…,5168,已提取-可全文
RFN-d08eab811bdb7d63,T3资本与偿付能力监管,关于非寿险业务保费收入确认的通知,保监发〔2002〕79号,nfra,BOUNDARY,低,,,保险公司|偿付能力,,[meta]…关于非寿险业务保费收入确认的通知 保监发〔2002〕79号。各保险公司：。近年来，一些保险公司对应收保费不入财务账进行核算的行为屡见不鲜，这不仅违反了《保险公司会计制度》，使保险公…,734,已提取-可全文
RFN-d0c1746c53b0665a,T8机构准入与组织监管,保险代理机构管理规定（已废止）,保监会令[2001]4号,nfra,BOUNDARY,低,人寿保险,,,保险中介机构|保险公估|保险经纪机构|商业银行,[body]…支机构及其业务人员进行保险法律和业务知识培训及职业道德教育。 保险公司委托保险代理机构或者保险代理分支机构销售人寿保险新型产品的，应当按照中国保监会的有关规定，对销售人寿保险新型产品的保险代理机构或者保险代理分支机构的业务人员进…,35799,已提取-可全文
RFN-d13e858182803995,T1销售行为与消费者保护,中国保监会关于印发《保险小额理赔服务指引（试行）》的通知,保监消保〔2015〕201号,nfra,BOUNDARY,低,,,保单|保险公司|保险机构|保险消费者|保险理赔,,[meta]…试行）》的通知 保监消保〔2015〕201号。各保监局、中国保险行业协会、中国保险信息技术管理有限责任公司、各保险公司：。为深入贯彻落实《国务院关于加快发展现代保险服务业的若干意见》和《中国保监会关于加强保险消费者权益保护工作的…,6404,已提取-可全文
RFN-d14cffc28f570faa,T2产品与精算制度,关于整改人身保险条款存在问题的通知（已废止）,保监寿险〔2006〕318号,nfra,INCLUDE,高,人身保险|人身保险公司|寿险,,,,[title]…关于整改人身保险条款存在问题的通知（已废止） 保监寿险〔2006〕318号。各人身保险公司：。针对浙江省工商局对部分保险条款的…,956,已提取-可全文
RFN-d1e9c4ec9864d827,T9风险处置与案件合规,保险业重大突发事件应急处理规定,N/A,nfra,INCLUDE,中,,保险营销员,保险公司|保险公司分支机构|保险营销|偿付能力|分支机构,,[body]…致破产的； （四）保险公司计算机系统发生系统性故障，造成大量客户数据资料丢失； （五）100名以上的投保人或者保险营销员集体上访、静坐或者采取其他过激行为，或者虽然不足100人但影响恶劣的； （六）100名以上投保人集体退保或者起…,9680,已提取-可全文
RFN-d233b88708815eeb,T2产品与精算制度,关于修订分红保险专题财务报告编报规则的通知,保监发〔2009〕5号,nfra,INCLUDE,中,健康保险|养老保险公司|寿险,,,,[meta]…关于修订分红保险专题财务报告编报规则的通知 保监发〔2009〕5号。各寿险公司、养老保险公司、健康保险公司：。     保监发〔2009〕5 号 各寿险公司、 养老保险公司、 健康保险…,1832,已提取-可全文
RFN-d24ca0aac708a923,T10数据治理与信息披露,关于印发《保险业信息系统灾难恢复管理指引》的通知,保监发〔2008〕20号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理,,[meta]…关于印发《保险业信息系统灾难恢复管理指引》的通知 保监发〔2008〕20号。各保险公司、保险资产管理公司：。为加强保险信息安全基础设施建设，推进信息系统灾难恢复工作，根据《中华人民共和国保险法》和…,14226,已提取-可全文
RFN-d28d3f2a239e52f1,T8机构准入与组织监管,中国保监会关于印发《保险公司分支机构市场准入管理办法》的通知,保监发〔2013〕20号,nfra,BOUNDARY,低,,,保险公司|保险公司分支机构|保险机构|偿付能力|分支机构,,[title]…中国保监会关于印发《保险公司分支机构市场准入管理办法》的通知 保监发〔2013〕20号。各保险公司，各保监局，机关各部门：。为统一规范保险公司分支…,10356,已提取-可全文
RFN-d28ebe1b85b8d7ce,T2产品与精算制度,关于印发《保险公司非寿险业务准备金基础数据、评估与核算内部控制规范》的通知,保监发〔2012〕19号,nfra,EXCLUDE,中,,,保单|保险公司|保险公司分支机构|偿付能力|分支机构,再保险公司|财产保险公司,[meta]…印发《保险公司非寿险业务准备金基础数据、评估与核算内部控制规范》的通知 保监发〔2012〕19号。各保监局，各财产保险公司、再保险公司:。为规范保险公司对非寿险业务准备金的管理，督促公司加强准备金评估的内部控制，提高准备金计提的充足…,28619,已提取-可全文
RFN-d2c2f7ab8d9f3dd3,T1销售行为与消费者保护,关于规范“中小学生平安保险”代办业务有关问题的通知（已废止）,保监发[1999]118号,nfra,INCLUDE,中,人寿保险公司,保险兼业代理,,,[meta]…关于规范“中小学生平安保险”代办业务有关问题的通知（已废止） 保监发[1999]118号。各人寿保险公司、中国太平洋保险公司、中国平安保险股份有限公司、新疆兵团保险公司：。“中小学生平安保险”（以下简称“学平险”）…,1152,已提取-可全文
RFN-d2d25895a3b8ee1b,T2产品与精算制度,关于人身保险新型产品信息披露有关问题的通知,保监发〔2002〕77号,nfra,INCLUDE,高,人身保险|寿险,,,,[title]…关于人身保险新型产品信息披露有关问题的通知 保监发〔2002〕77号。各保监办，各寿险公司：。为规范各寿险公司人身保险新型…,2587,已提取-可全文
RFN-d2e7a82477f02321,T1销售行为与消费者保护,中国保监会关于进一步加强人身保险公司销售管理工作的通知,保监人身险〔2017〕136号,nfra,INCLUDE,高,人身保险|人身保险公司|健康险,,,,[title]…中国保监会关于进一步加强人身保险公司销售管理工作的通知 保监人身险〔2017〕136号   各保监局、各人身保险公司：   为进一步规范人身保险市…,3894,已提取-可全文
RFN-d320bd69e72d49ab,T5资金运用与资产负债管理,关于保险公司投资银行次级定期债务有关事项的通知（已废止）,保监发〔2004〕23号,nfra,EXCLUDE,中,,,保险公司|保险公司分支机构|保险资产管理|保险资金,商业银行|银行业,[meta]…行次级定期债务（以下简称“次级债”）。为加强管理，现就有关事项通知如下：。一、保险公司投资的次级债应当是经中国银行业监督管理委员会批准发行，符合《关于将次级定期债务计入附属资本的通知》（银监发〔2003〕25号）规定的银行定期…,1448,已提取-可全文
RFN-d4197cda0a439d6c,T3资本与偿付能力监管,国家金融监督管理总局关于延长保险公司偿付能力监管规则（Ⅱ）实施过渡期有关事项的通知,金规[2024]22号,nfra,BOUNDARY,低,,,保险公司|偿付能力,,[title]…国家金融监督管理总局关于延长保险公司偿付能力监管规则（Ⅱ）实施过渡期有关事项的通知 国家金融监督管理总局关于各金融监管局，各保险集团（控股）公司、…,1399,已提取-可全文
RFN-d42f587bc9f5ec61,T2产品与精算制度,中国保监会关于废止《关于印发〈人身保险内含价值报告编制指引〉的通知》的通知,保监发〔2016〕98号,nfra,INCLUDE,高,人身保险|人身保险公司,,,,[title]…中国保监会关于废止《关于印发〈人身保险内含价值报告编制指引〉的通知》的通知 保监发〔2016〕98号。中国精算师协会、各人身保险公司：。为进一步简政…,1278,已提取-可全文
RFN-d43da9b6a301b602,T5资金运用与资产负债管理,关于清理规范保险公司投资性房地产评估增值有关事项的通知,保监财会〔2014〕81号,nfra,BOUNDARY,低,,,保险公司|偿付能力,,[title]…关于清理规范保险公司投资性房地产评估增值有关事项的通知 保监财会〔2014〕81号。各保险公司：。为加强偿付能力监管，防范房地产投…,1779,已提取-可全文
RFN-d440356514113d3d,T8机构准入与组织监管,关于报送保险机构和高管人员类行政许可申请事项电子化文档的通知,保监统信〔2009〕222号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|分支机构,,[title]…关于报送保险机构和高管人员类行政许可申请事项电子化文档的通知 保监统信〔2009〕222号。各保险公司、保险资产管理公司、保险…,1289,已提取-可全文
RFN-d4e2caad90cfed0b,T10数据治理与信息披露,关于印发保险外币统计制度的通知,保监发〔2006〕130号,nfra,BOUNDARY,低,,,保险公司|保险资产管理,,[meta]…关于印发保险外币统计制度的通知 保监发〔2006〕130号。各保险公司、保险资产管理公司：。为全面掌握保险业外币资产负债及外币业务情况，我会制定了保险外币统计制度。现印发给你们，并…,1695,已提取-可全文
